0,574,Patch,
1,80,Background,
2,none,Store,
3,camo12,Camo,
4,58,Special,igs_shp
5,59,Special,igs_shp
6,60,Special,igs_shp
7,61,Special,igs_shp
8,camo18,Camo,igs_shp
9,camo10,Camo,igs_shp
10,camo24,Camo,igs_shp
11,camo27,Camo,igs_shp
12,camo07,Camo,igs_shp
13,iw6_dlcweap01,Weapon_Primary,igs_smappacks
14,iw6_dlcweap03,Weapon_Primary,igs_smappacks
15,81,Background,igs_shp
16,82,Background,igs_shp
17,83,Background,igs_shp
18,84,Background,igs_shp
19,85,Background,igs_shp
20,575,Patch,igs_shp
21,576,Patch,igs_shp
22,577,Patch,igs_shp
23,578,Patch,igs_shp
24,579,Patch,igs_shp
25,62,Special,igs_shp
26,iw6_dlcweap02,Weapon_Primary,igs_sripper
27,63,Special,igs_svp
28,64,Special,igs_svp
29,65,Special,igs_svp
30,66,Special,igs_svp
31,camo13,Camo,igs_svp
32,580,Patch,igs_svp
33,86,Background,igs_svp
34,1,LoadoutSlot,extendedLoadoutsEnable
35,2,LoadoutSlot,extendedLoadoutsEnable
36,3,LoadoutSlot,extendedLoadoutsEnable
37,4,LoadoutSlot,extendedLoadoutsEnable
38,1,Announcer,AnnouncerCheck
39,2,Announcer,AnnouncerCheck
40,camo15,Camo,igs_sve
41,camo20,Camo,igs_sve
42,camo09,Camo,igs_sve
43,camo19,Camo,igs_sve
44,camo16,Camo,igs_sve
45,camo17,Camo,igs_sve
46,camo14,Camo,igs_sve
47,581,Patch,igs_sve
48,582,Patch,igs_sve
49,583,Patch,igs_sve
50,584,Patch,igs_sve
51,585,Patch,igs_sve
52,586,Patch,igs_sve
53,87,Background,igs_sve
54,88,Background,igs_sve
55,89,Background,igs_sve
56,90,Background,igs_sve
57,91,Background,igs_sve
58,92,Background,igs_sve
59,587,Patch,igs_sve
60,588,Patch,igs_sve
61,93,Background,igs_sve
62,94,Background,igs_sve
63,24,Head,igs_sve
64,camo06,Camo,igs_s1
65,589,Patch,igs_s1
66,95,Background,igs_s1
67,590,Patch,igs_svs
68,591,Patch,igs_svs
69,592,Patch,igs_svs
70,593,Patch,igs_svs
71,594,Patch,igs_svs
72,595,Patch,igs_svs
73,96,Background,igs_svs
74,97,Background,igs_svs
75,98,Background,igs_svs
76,99,Background,igs_svs
77,100,Background,igs_svs
78,101,Background,igs_svs
79,76,Special,igs_svs
80,66,Head,igs_svs
81,67,Head,igs_svs
82,68,Head,igs_svs
83,69,Head,igs_svs
84,70,Head,igs_svr
85,71,Head,igs_svr
86,77,Body,igs_svs
87,78,Body,igs_svs
88,79,Body,igs_svr
89,80,Body,igs_svr
90,81,Body,igs_svr
91,82,Body,igs_svr
92,83,Body,igs_svr
93,84,Body,igs_svr
94,camo08,Camo,igs_svs
95,camo11,Camo,igs_svs
96,camo21,Camo,igs_svs
97,camo22,Camo,igs_svs
98,camo25,Camo,igs_svs
99,camo26,Camo,igs_svs
100,72,Head,igs_svr
101,73,Head,igs_svr
102,74,Head,igs_svr
103,75,Head,igs_svr
104,68,Body,igs_sve
105,69,Body,igs_sve
106,70,Body,igs_sve
107,71,Body,igs_sve
108,72,Body,igs_sve
109,73,Body,igs_sve
110,74,Body,igs_sve
111,75,Body,igs_sve
112,60,Head,igs_sve
113,61,Head,igs_sve
114,62,Head,igs_sve
115,63,Head,igs_sve
116,64,Head,igs_sve
117,65,Head,igs_sve
118,85,Body,igs_svr
119,86,Body,igs_svr
120,laser_designator,Weapon_Secondary,
121,uav,Weapon_Primary,
122,camo28,Camo,igs_svr
123,596,Patch,igs_svr
124,597,Patch,igs_svr
125,598,Patch,igs_svr
126,599,Patch,igs_svr
127,600,Patch,igs_svr
128,601,Patch,igs_svr
129,602,Patch,igs_svr
130,603,Patch,igs_svr
131,604,Patch,igs_svr
132,605,Patch,igs_svr
133,606,Patch,igs_svr
134,607,Patch,igs_svr
135,608,Patch,igs_svr
136,609,Patch,igs_svr
137,610,Patch,igs_svr
138,611,Patch,igs_svr
139,612,Patch,igs_svr
140,613,Patch,igs_svr
141,614,Patch,igs_svr
142,102,Background,igs_svr
143,103,Background,igs_svr
144,104,Background,igs_svr
145,105,Background,igs_svr
146,106,Background,igs_svr
147,107,Background,igs_svr
148,108,Background,igs_svr
149,109,Background,igs_svr
150,110,Background,igs_svr
151,111,Background,igs_svr
152,112,Background,igs_svr
153,113,Background,igs_svr
154,114,Background,igs_svr
155,115,Background,igs_svr
156,116,Background,igs_svr
157,117,Background,igs_svr
158,118,Background,igs_svr
159,119,Background,igs_svr
160,120,Background,igs_svr
161,camo23,Camo,igs_swap
162,camo29,Camo,igs_swap
163,camo30,Camo,igs_swap
164,camo31,Camo,igs_swap
165,camo32,Camo,igs_swap
166,camo33,Camo,igs_swap
167,615,Patch,igs_swap
168,616,Patch,igs_swap
169,617,Patch,igs_swap
170,618,Patch,igs_swap
171,619,Patch,igs_swap
172,620,Patch,igs_swap
173,121,Background,igs_swap
174,122,Background,igs_swap
175,123,Background,igs_swap
176,124,Background,igs_swap
177,125,Background,igs_swap
178,126,Background,igs_swap
179,76,Head,igs_swap
180,77,Head,igs_swap
181,78,Head,igs_swap
182,79,Head,igs_swap
183,80,Head,igs_swap
184,81,Head,igs_swap
185,82,Head,igs_swap
186,83,Head,igs_swap
187,84,Head,igs_swap
188,85,Head,igs_swap
189,86,Head,igs_swap
190,87,Head,igs_swap
191,87,Body,igs_swap
192,88,Body,igs_swap
193,89,Body,igs_swap
194,90,Body,igs_swap
195,91,Body,igs_swap
196,92,Body,igs_swap
197,621,Patch,
