2300,VERSION
2301,RANKXP
2302,SCORE
2303,KILLS
2304,KILL_STREAK
2305,DEATHS
2306,DEATH_STREAK
2307,ASSISTS
2308,HEADSHOTS
2309,TEAMKILLS
2310,SUICIDES
2311,TIME_PLAYED_ALLIES
2312,TIME_PLAYED_OPFOR
2313,TIME_PLAYED_OTHER
2314,TIME_PLAYED_TOTAL
2315,KDRATIO
2316,WINS
2317,LOSSES
2318,TIES
2319,WIN_STREAK
2320,CUR_WIN_STREAK
2321,WLRATIO
2322,HITS
2323,MISSES
2324,TOTAL_SHOTS
2325,ACCURACY
2326,PLEVEL
2350,RANK
2351,MINXP
2352,MAXXP
2353,LASTXP
2354,SESSIONBANS
2355,GAMETYPEBAN
2356,BLOB_REV_NUM
2357,TIMEWHENNEXTHOST
2358,BADHOSTCOUNT
2359,KEYARCHIVEFLUSH
2380,WEBTOKEN_1
2381,WEBTOKEN_2
2382,WEBTOKEN_3
2383,WEBTOKEN_4
2384,WEBTOKEN_5
2385,WEBTOKEN_6
2386,WEBTOKEN_7
2387,WEBTOKEN_8
2388,WEBTOKEN_9
2389,WEBTOKEN_10
2390,WEBTOKEN_11
2391,WEBTOKEN_12
2392,WEBTOKEN_13
2393,WEBTOKEN_14
2394,WEBTOKEN_15
2395,WEBTOKEN_16
2396,XUIDPT1
2397,XUIDPT2
3200,TDM_KILLS
3201,DM_KILLS
3202,SAB_KILLS
3203,SD_KILLS
3204,CTF_KILLS
3205,DOM_KILLS
3206,TWAR_KILLS
3207,KOTH_KILLS
3208,HCTDM_KILLS
3209,HCDM_KILLS
3210,HCSAB_KILLS
3211,HCSD_KILLS
3212,HCCTF_KILLS
3213,HCDOM_KILLS
3214,HCTWAR_KILLS
3215,HCKOTH_KILLS
3216,TDM_DEATHS
3217,DM_DEATHS
3218,SAB_DEATHS
3219,SD_DEATHS
3220,CTF_DEATHS
3221,DOM_DEATHS
3222,TWAR_DEATHS
3223,KOTH_DEATHS
3224,HCTDM_DEATHS
3225,HCDM_DEATHS
3226,HCSAB_DEATHS
3227,HCSD_DEATHS
3228,HCCTF_DEATHS
3229,HCDOM_DEATHS
3230,HCTWAR_DEATHS
3231,HCKOTH_DEATHS
3232,TDM_KILL_STREAK
3233,DM_KILL_STREAK
3234,SAB_KILL_STREAK
3235,SD_KILL_STREAK
3236,CTF_KILL_STREAK
3237,DOM_KILL_STREAK
3238,TWAR_KILL_STREAK
3239,KOTH_KILL_STREAK
3240,HCTDM_KILL_STREAK
3241,HCDM_KILL_STREAK
3242,HCSAB_KILL_STREAK
3243,HCSD_KILL_STREAK
3244,HCCTF_KILL_STREAK
3245,HCDOM_KILL_STREAK
3246,HCTWAR_KILL_STREAK
3247,HCKOTH_KILL_STREAK
3248,TDM_KDRATIO
3249,DM_KDRATIO
3250,SAB_KDRATIO
3251,SD_KDRATIO
3252,CTF_KDRATIO
3253,DOM_KDRATIO
